cell_id,total_counts,center_x,center_y,cell_quality,nb_cells,cluster_label
579,118,200.26272066459,80.8089304257529,Good quality(3498),3498,Good quality(3498)
580,146,190.437329700272,186.540871934605,Good quality(3498),3498,Good quality(3498)
581,94,190.910734463277,238.181920903955,Good quality(3498),3498,Good quality(3498)
590,116,192.068965517241,414.071724137931,Good quality(3498),3498,Good quality(3498)
596,129,197.437019969278,275.89400921659,Good quality(3498),3498,Good quality(3498)
597,102,194.827633378933,753.376196990424,Good quality(3498),3498,Good quality(3498)
601,121,203.990407673861,128.609112709832,Good quality(3498),3498,Good quality(3498)
602,224,218.446459918081,580.776477472206,Good quality(3498),3498,Good quality(3498)
603,88,194.869863013699,1010.84931506849,Good quality(3498),3498,Good quality(3498)
612,67,189.876744186047,321.288372093023,Good quality(3498),3498,Good quality(3498)
629,85,201.539663461538,652.920673076923,Good quality(3498),3498,Good quality(3498)
632,98,203.626126126126,306.432432432433,Good quality(3498),3498,Good quality(3498)
634,186,203.595913734393,2204.78433598184,Good quality(3498),3498,Good quality(3498)
639,65,195.270618556701,981.564432989691,Good quality(3498),3498,Good quality(3498)
643,83,203.631016042781,960.249554367202,Good quality(3498),3498,Good quality(3498)
653,95,206.25,28.7205882352941,Good quality(3498),3498,Good quality(3498)
654,65,206.068139963168,842.16758747698,Good quality(3498),3498,Good quality(3498)
655,71,208.406044678055,1088.05650459921,Good quality(3498),3498,Good quality(3498)
666,171,210.926724137931,542.560344827586,Good quality(3498),3498,Good quality(3498)
667,108,214.928429423459,622.500994035785,Good quality(3498),3498,Good quality(3498)
669,80,210.737082066869,910.911854103344,Good quality(3498),3498,Good quality(3498)
670,61,209.011286681716,1021.4762979684,Good quality(3498),3498,Good quality(3498)
672,174,205.315592903828,1279.72549019608,Good quality(3498),3498,Good quality(3498)
674,160,220.964397905759,683.48167539267,Good quality(3498),3498,Good quality(3498)
676,75,207.554561717352,1223.71556350626,Good quality(3498),3498,Good quality(3498)
678,246,218.769364664926,2145.87989556136,Good quality(3498),3498,Good quality(3498)
681,107,232.52380952381,403.813077469794,Good quality(3498),3498,Good quality(3498)
685,149,211.975867269985,1719.59426847662,Good quality(3498),3498,Good quality(3498)
697,73,210.585585585586,1859.4954954955,Good quality(3498),3498,Good quality(3498)
699,133,217.086255259467,436.22159887798,Good quality(3498),3498,Good quality(3498)
700,110,229.893284268629,471.300827966881,Good quality(3498),3498,Good quality(3498)
701,84,234.599426386233,935.566921606119,Good quality(3498),3498,Good quality(3498)
713,57,224.676701570681,1207.26308900524,Good quality(3498),3498,Good quality(3498)
714,171,221.47342192691,222.918050941307,Good quality(3498),3498,Good quality(3498)
716,82,219.710051546392,762.773195876289,Good quality(3498),3498,Good quality(3498)
717,97,218.837104072398,871.704751131222,Good quality(3498),3498,Good quality(3498)
719,128,226.671267252196,1125.1643663739,Good quality(3498),3498,Good quality(3498)
721,272,233.036729036729,1816.56271656272,Good quality(3498),3498,Good quality(3498)
727,257,224.476320582878,1786.85701275046,Good quality(3498),3498,Good quality(3498)
730,78,218.57182320442,154.488950276243,Good quality(3498),3498,Good quality(3498)
733,164,229.181219110379,964.170510708402,Good quality(3498),3498,Good quality(3498)
734,150,238.361169102297,1754.42379958246,Good quality(3498),3498,Good quality(3498)
748,93,235.782744282744,79.0031185031185,Good quality(3498),3498,Good quality(3498)
759,59,226.36231884058,1455.85869565217,Good quality(3498),3498,Good quality(3498)
763,158,240.795326349718,617.102336825141,Good quality(3498),3498,Good quality(3498)
770,103,237.121485943775,125.062248995984,Good quality(3498),3498,Good quality(3498)
771,134,234.662011173184,1058.81098696462,Good quality(3498),3498,Good quality(3498)
772,103,232.90639625585,1252.79563182527,Good quality(3498),3498,Good quality(3498)
787,132,239.324305555556,323.632638888889,Good quality(3498),3498,Good quality(3498)
789,354,243.746317512275,1870.83742498636,Good quality(3498),3498,Good quality(3498)
792,164,243.081395348837,521.260658914729,Good quality(3498),3498,Good quality(3498)
794,99,234.436090225564,821.176274018379,Good quality(3498),3498,Good quality(3498)
795,331,264.175432276657,892.612031700288,Good quality(3498),3498,Good quality(3498)
797,227,242.223958333333,1732.22604166667,Good quality(3498),3498,Good quality(3498)
804,63,240.624664879357,353.388739946381,Good quality(3498),3498,Good quality(3498)
817,154,244.546589817483,746.11623439001,Good quality(3498),3498,Good quality(3498)
818,106,235.10781671159,1008.57008086253,Good quality(3498),3498,Good quality(3498)
819,170,244.514842300557,1100.11410018553,Good quality(3498),3498,Good quality(3498)
820,153,238.757281553398,1166.35598705502,Good quality(3498),3498,Good quality(3498)
826,91,238.540704738761,560.602673147023,Good quality(3498),3498,Good quality(3498)
828,65,236.209302325581,1230.92600422833,Good quality(3498),3498,Good quality(3498)
831,54,242.008608321377,173.437589670014,Good quality(3498),3498,Good quality(3498)
846,93,243.801432958035,869.138178096213,Good quality(3498),3498,Good quality(3498)
854,199,259.414312617702,49.3427495291902,Good quality(3498),3498,Good quality(3498)
861,132,253.788902291918,454.044632086852,Good quality(3498),3498,Good quality(3498)
866,227,262.098469387755,140.454591836735,Good quality(3498),3498,Good quality(3498)
870,73,247.6,2097.19459459459,Good quality(3498),3498,Good quality(3498)
871,97,249.348684210526,204.767543859649,Good quality(3498),3498,Good quality(3498)
875,58,246.577264653641,664.95026642984,Good quality(3498),3498,Good quality(3498)
877,153,265.445447087777,430.12715340443,Good quality(3498),3498,Good quality(3498)
878,211,252.165989159892,1011.82452574526,Good quality(3498),3498,Good quality(3498)
882,118,268.42934051144,1202.20278151638,Good quality(3498),3498,Good quality(3498)
885,80,250.176068376068,1304.22222222222,Good quality(3498),3498,Good quality(3498)
887,116,254.293838862559,1920.39336492891,Good quality(3498),3498,Good quality(3498)
912,106,260.57793764988,546.697841726619,Good quality(3498),3498,Good quality(3498)
920,123,255.016200294551,2162.18998527246,Good quality(3498),3498,Good quality(3498)
929,285,270.970117395945,1573.02401280683,Good quality(3498),3498,Good quality(3498)
938,52,265.110192837466,18.9848484848485,Good quality(3498),3498,Good quality(3498)
939,230,268.992063492064,676.522222222222,Good quality(3498),3498,Good quality(3498)
940,105,261.484560570071,1237.33610451306,Good quality(3498),3498,Good quality(3498)
960,59,264.189292543021,1274.07839388145,Good quality(3498),3498,Good quality(3498)
961,151,264.126857142857,82.9085714285714,Good quality(3498),3498,Good quality(3498)
965,73,266.171184022825,238.51212553495,Good quality(3498),3498,Good quality(3498)
967,290,286.45966432052,1069.45370871684,Good quality(3498),3498,Good quality(3498)
971,66,269.91959798995,823.188442211055,Good quality(3498),3498,Good quality(3498)
974,64,266.345911949686,482.517819706499,Good quality(3498),3498,Good quality(3498)
975,144,268.59746588694,591.405458089669,Good quality(3498),3498,Good quality(3498)
983,164,288.777704047777,362.468480424685,Good quality(3498),3498,Good quality(3498)
996,245,282.41547099189,322.626949469744,Good quality(3498),3498,Good quality(3498)
1001,183,275.726295210166,510.186705767351,Good quality(3498),3498,Good quality(3498)
1011,399,286.866556836903,1903.02031850632,Good quality(3498),3498,Good quality(3498)
1014,66,269.961832061069,967.234732824427,Good quality(3498),3498,Good quality(3498)
1018,327,285.984432609586,194.685784514543,Good quality(3498),3498,Good quality(3498)
1020,86,282.852724594993,619.234167893962,Good quality(3498),3498,Good quality(3498)
1021,177,282.22517207473,1299.4552605703,Good quality(3498),3498,Good quality(3498)
1025,150,276.443097014925,750.997201492537,Good quality(3498),3498,Good quality(3498)
1031,113,288.820297951583,722.241154562384,Good quality(3498),3498,Good quality(3498)
1032,81,273.600953895072,927.240063593005,Good quality(3498),3498,Good quality(3498)
1033,134,279.826558265583,992.638211382114,Good quality(3498),3498,Good quality(3498)
1038,138,280.940026075619,1045.02737940026,Good quality(3498),3498,Good quality(3498)
1039,117,279.733044733045,1100.08225108225,Good quality(3498),3498,Good quality(3498)
1040,135,283.048676345004,290,Good quality(3498),3498,Good quality(3498)
1050,72,292.843463780183,397.728559533722,Good quality(3498),3498,Good quality(3498)
1058,253,294.611538461539,247.804395604396,Good quality(3498),3498,Good quality(3498)
1059,285,291.334371108344,539.930261519303,Good quality(3498),3498,Good quality(3498)
1060,132,286.304913294798,1017.05202312139,Good quality(3498),3498,Good quality(3498)
1063,91,281.82091503268,74.0339869281046,Good quality(3498),3498,Good quality(3498)
1064,78,284.752883031302,682.38550247117,Good quality(3498),3498,Good quality(3498)
1065,98,283.92464678179,1265.76923076923,Good quality(3498),3498,Good quality(3498)
1069,196,294.411724608044,27.6680299931834,Good quality(3498),3498,Good quality(3498)
1081,174,296.820143884892,470.590647482014,Good quality(3498),3498,Good quality(3498)
1086,50,287.616161616162,814.276767676768,Good quality(3498),3498,Good quality(3498)
1087,68,287.618487394958,938.885714285714,Good quality(3498),3498,Good quality(3498)
1089,126,296.179968701095,774.240219092332,Good quality(3498),3498,Good quality(3498)
1091,374,302.590601354042,134.828753484667,Good quality(3498),3498,Good quality(3498)
1092,60,296.279383429672,631.684007707129,Good quality(3498),3498,Good quality(3498)
1099,95,299.065979381443,442.085567010309,Good quality(3498),3498,Good quality(3498)
1101,263,313.723070398643,1624.40924512299,Good quality(3498),3498,Good quality(3498)
1105,81,295.373956594324,836.69449081803,Good quality(3498),3498,Good quality(3498)
1112,172,296.506237006237,1827.15592515593,Good quality(3498),3498,Good quality(3498)
1114,56,302.69918699187,343.925203252033,Good quality(3498),3498,Good quality(3498)
1117,114,295.276412776413,593.212530712531,Good quality(3498),3498,Good quality(3498)
1146,64,301.953687821612,690.994854202401,Good quality(3498),3498,Good quality(3498)
1147,51,304.264367816092,911.51724137931,Good quality(3498),3498,Good quality(3498)
1149,74,303.069948186529,500.966321243523,Good quality(3498),3498,Good quality(3498)
1150,60,312.684108527132,660.744186046512,Good quality(3498),3498,Good quality(3498)
1151,52,301.567204301075,986.379032258064,Good quality(3498),3498,Good quality(3498)
1152,95,309.186629526462,1251.23119777159,Good quality(3498),3498,Good quality(3498)
1155,72,308.238178633976,63.3957968476357,Good quality(3498),3498,Good quality(3498)
1156,100,323.21098265896,271.176300578035,Good quality(3498),3498,Good quality(3498)
1157,109,305.94438138479,556.514188422247,Good quality(3498),3498,Good quality(3498)
1162,109,312.195414847162,856.359170305677,Good quality(3498),3498,Good quality(3498)
1165,98,307.465420560748,950.706542056075,Good quality(3498),3498,Good quality(3498)
1167,180,311.93588162762,2178.1738594328,Good quality(3498),3498,Good quality(3498)
1168,374,336.421585160202,2281.2287802136,Good quality(3498),3498,Good quality(3498)
1169,63,308.604210526316,889.536842105263,Good quality(3498),3498,Good quality(3498)
1179,86,315.156,1100.214,Good quality(3498),3498,Good quality(3498)
1185,199,331.455,1230.28777777778,Good quality(3498),3498,Good quality(3498)
1188,52,316.421524663677,803.867713004484,Good quality(3498),3498,Good quality(3498)
1193,56,317.770137524558,923.489194499018,Good quality(3498),3498,Good quality(3498)
1194,275,329.860465116279,1531.72173215718,Good quality(3498),3498,Good quality(3498)
1199,255,333.816676522768,1017.33116499113,Good quality(3498),3498,Good quality(3498)
1203,264,334.401709401709,411.719373219373,Good quality(3498),3498,Good quality(3498)
1204,66,318.772727272727,686.638111888112,Good quality(3498),3498,Good quality(3498)
1214,134,322.504743833017,223.199240986717,Good quality(3498),3498,Good quality(3498)
1215,91,316.560553633218,988.003460207612,Good quality(3498),3498,Good quality(3498)
1220,70,315.97842835131,735.812018489985,Good quality(3498),3498,Good quality(3498)
1226,163,330.64610866373,1788.11306901615,Good quality(3498),3498,Good quality(3498)
1228,51,321.721739130435,488.130434782609,Good quality(3498),3498,Good quality(3498)
1229,121,323.018614270941,608.661840744571,Good quality(3498),3498,Good quality(3498)
1238,132,324.363966142684,33.3567110036276,Good quality(3498),3498,Good quality(3498)
1245,167,328.449656750572,2134.47940503433,Good quality(3498),3498,Good quality(3498)
1248,92,331.084615384615,370.76043956044,Good quality(3498),3498,Good quality(3498)
1249,87,333.144086021505,310.468817204301,Good quality(3498),3498,Good quality(3498)
1250,175,332.432605905006,1502.79332477535,Good quality(3498),3498,Good quality(3498)
1251,61,336.80035971223,508.070143884892,Good quality(3498),3498,Good quality(3498)
1257,146,345.791411042945,342.22009202454,Good quality(3498),3498,Good quality(3498)
1270,74,341.20773480663,544.445303867403,Good quality(3498),3498,Good quality(3498)
1272,55,332.396825396825,775.257142857143,Good quality(3498),3498,Good quality(3498)
1275,102,351.059855521156,949.30959752322,Good quality(3498),3498,Good quality(3498)
